Date,depth,Temp
2011-03-14,59,22.0536
2011-03-14,80,22.0527
2011-03-14,100,22.0551
2011-03-14,100,22.0423
2011-03-14,120,22.0447
2011-03-14,140,22.0445
2011-03-14,150,22.0598
2011-03-14,160,22.0503
2011-03-14,180,22.0576
2011-03-14,200,22.0607
2011-05-22,0,22.7602
2011-05-22,0,23.0502
2011-05-22,20,22.7384
2011-05-22,20,23.021
2011-05-22,40,22.9261
2011-05-22,46,22.6509
2011-05-22,60,22.7559
2011-05-22,80,22.6476
2011-05-22,100,22.5596
2011-05-22,120,22.4208
2011-05-22,140,22.2871
2011-05-22,160,22.2336
2011-05-22,180,22.1735
2011-05-22,200,22.1294
2011-06-12,0,24.5026
2011-06-12,0,24.2786
2011-06-12,20,23.6962
2011-06-12,20,23.9266
2011-06-12,40,23.4692
2011-06-12,46,23.7558
2011-06-12,60,23.3992
2011-06-12,80,23.404
2011-06-12,100,23.1787
2011-06-12,120,22.947
2011-06-12,141,22.626
2011-06-12,160,22.2504
2011-06-12,180,22.1495
2011-06-12,200,22.0641
2011-07-18,0,25.89
2011-07-18,0,25.38
2011-07-18,20,25.16
2011-07-18,21,24.87
2011-07-18,40,25.03
2011-07-18,45,NA
2011-07-18,60,24.42
2011-07-18,80,24.2031
2011-07-18,100,23.8618
2011-07-18,120,23.3896
2011-07-18,140,22.8706
2011-07-18,160,22.4356
2011-07-18,180,22.1669
2011-07-18,200,22.0925
2011-08-07,0,25.7458
2011-08-07,0,25.3771
2011-08-07,20,25.6277
2011-08-07,21,25.2402
2011-08-07,40,24.9659
2011-08-07,47,24.4792
2011-08-07,60,24.6626
2011-08-07,80,24.4752
2011-08-07,100,24.0602
2011-08-07,120,23.6819
2011-08-07,140,23.1242
2011-08-07,160,22.7659
2011-08-07,180,22.3937
2011-08-07,200,22.1263
2011-09-19,0,26.8592
2011-09-19,0,NA
2011-09-19,0,26.7154
2011-09-19,20,26.6254
2011-09-19,20,NA
2011-09-19,20,26.7209
2011-09-19,40,25.7466
2011-09-19,40,26.526
2011-09-19,50,25.6339
2011-09-19,60,25.4931
2011-09-19,60,25.9184
2011-09-19,80,24.603
2011-09-19,80,24.9787
2011-09-19,100,24.3999
2011-09-19,101,24.3946
2011-09-19,120,23.9541
2011-09-19,140,23.5565
2011-09-19,150,22.8629
2011-09-19,160,23.0036
2011-09-19,180,22.5681
2011-09-19,200,22.2947
2011-09-19,200,22.1941
2011-10-04,0,22.5145
2011-10-04,0,22.2868
2011-10-04,20,22.1938
2011-10-04,20,22.0794
2011-10-04,40,22.1014
2011-10-04,50,22.115
2011-10-04,60,22.0871
2011-10-04,80,22.0844
2011-10-04,100,22.059
2011-10-04,120,22.0392
2011-10-04,140,22.0311
2011-10-04,160,22.0176
2011-10-04,180,22.0108
2011-10-04,200,22.0044
2011-10-09,0,NA
2011-10-09,0,25.8303
2011-10-09,20,NA
2011-10-09,20,25.7894
2011-10-09,40,25.8671
2011-10-09,50,25.0825
2011-10-09,60,25.4209
2011-10-09,80,24.3769
2011-10-09,100,23.903
2011-10-09,120,23.4685
2011-10-09,140,23.304
2011-10-09,160,23.0246
2011-10-09,180,22.6896
2011-10-09,200,22.4305
2011-11-22,0,23.5806
2011-11-22,0,NA
2011-11-22,20,23.576
2011-11-22,20,NA
2011-11-22,40,23.585
2011-11-22,50,NA
2011-11-22,60,23.587
2011-11-22,80,23.5879
2011-11-22,100,23.5938
2011-11-22,120,23.5951
2011-11-22,140,23.6008
2011-11-22,160,23.567
2011-11-22,180,22.5427
2011-11-22,200,22.1323
2011-12-12,0,22.3286
2011-12-12,0,22.2764
2011-12-12,19,22.3246
2011-12-12,20,22.2728
2011-12-12,40,22.2362
2011-12-12,41,22.3383
2011-12-12,62,22.3407
2011-12-12,80,22.3407
2011-12-12,100,22.3533
2011-12-12,119,22.3585
2011-12-12,140,22.3556
2011-12-12,160,22.3589
2011-12-12,180,22.3551
2011-12-12,200,22.3699
2012-01-16,0,21.6209
2012-01-16,0,21.6551
2012-01-16,20,21.6215
2012-01-16,20,21.6584
2012-01-16,40,21.6621
2012-01-16,45,21.5847
2012-01-16,60,21.664
2012-01-16,80,21.6701
2012-01-16,100,21.6732
2012-01-16,120,21.6754
2012-01-16,140,21.6779
2012-01-16,160,21.6823
2012-01-16,180,21.686
2012-01-16,200,21.6914
2012-03-07,0,25.3804
2012-03-07,0,25.748
2012-03-07,20,24.9996
2012-03-07,20,25.2862
2012-03-07,40,25.0814
2012-03-07,45,24.8355
2012-03-07,60,24.3438
2012-03-07,80,24.0812
2012-03-07,100,23.5609
2012-03-07,120,22.8647
2012-03-07,140,21.3605
2012-03-07,160,21.3354
2012-03-07,180,21.1491
2012-03-07,200,21.0407
2012-03-13,0,21.1299
2012-03-13,0,20.963
2012-03-13,0,20.9866
2012-03-13,20,21.0675
2012-03-13,20,20.9575
2012-03-13,20,20.982
2012-03-13,40,21.0409
2012-03-13,40,20.9814
2012-03-13,45,20.9518
2012-03-13,60,21.0293
2012-03-13,60,20.9828
2012-03-13,80,21.0224
2012-03-13,80,20.9865
2012-03-13,100,21.0153
2012-03-13,100,20.9902
2012-03-13,120,20.9933
2012-03-13,140,20.9895
2012-03-13,150,21.015
2012-03-13,160,20.9961
2012-03-13,180,21.0003
2012-03-13,200,21.0048
2012-04-16,0,21.5712
2012-04-16,0,21.8379
2012-04-16,20,21.0374
2012-04-16,20,21.1519
2012-04-16,40,21.02
2012-04-16,50,20.99
2012-04-16,60,20.9897
2012-04-16,80,20.9828
2012-04-16,100,20.9821
2012-04-16,120,20.9715
2012-04-16,140,20.9657
2012-04-16,160,20.9662
2012-04-16,180,20.9667
2012-04-16,200,20.971
2012-05-13,0,22.7351
2012-05-13,0,22.8257
2012-05-13,20,22.3393
2012-05-13,20,22.6811
2012-05-13,40,22.413
2012-05-13,45,22.3262
2012-05-13,60,22.3125
2012-05-13,80,21.9806
2012-05-13,100,21.8581
2012-05-13,120,21.5921
2012-05-13,140,21.4473
2012-05-13,160,21.2028
2012-05-13,180,21.0606
2012-05-13,200,21.0214
2012-08-02,0,21.1869
2012-08-02,0,21.2314
2012-08-02,20,21.1409
2012-08-02,20,21.2392
2012-08-02,40,21.2557
2012-08-02,48,21.001
2012-08-02,60,21.2593
2012-08-02,80,21.262
2012-08-02,100,21.2674
2012-08-02,120,21.269
2012-08-02,140,21.2772
2012-08-02,160,21.2802
2012-08-02,180,21.2854
2012-08-02,200,21.2875
2012-08-13,0,27.7077
2012-08-13,0,28.1834
2012-08-13,20,26.8738
2012-08-13,20,27.8259
2012-08-13,40,26.0416
2012-08-13,47,25.3831
2012-08-13,60,25.289
2012-08-13,80,24.4092
2012-08-13,100,23.7474
2012-08-13,120,22.9864
2012-08-13,140,22.4865
2012-08-13,160,22.071
2012-08-13,180,21.5473
2012-08-13,200,21.3182
2012-10-06,0,23.7307
2012-10-06,0,23.9189
2012-10-06,20,23.3277
2012-10-06,20,23.8018
2012-10-06,40,23.4536
2012-10-06,45,23.1834
2012-10-06,60,23.0223
2012-10-06,80,22.8385
2012-10-06,100,22.2056
2012-10-06,120,21.7613
2012-10-06,140,21.4516
2012-10-06,160,21.22
2012-10-06,180,21.1021
2012-10-06,200,21.0347
2012-10-29,0,26.2105
2012-10-29,0,25.9627
2012-10-29,20,26.0286
2012-10-29,20,25.9681
2012-10-29,40,25.9688
2012-10-29,45,25.8954
2012-10-29,60,25.9291
2012-10-29,80,25.7051
2012-10-29,100,24.1912
2012-10-29,120,23.2453
2012-10-29,140,22.6863
2012-10-29,160,22.2679
2012-10-29,180,21.9319
2012-10-29,200,21.6136
2012-11-09,0,27.1293
2012-11-09,0,26.5272
2012-11-09,0,27.1669
2012-11-09,20,27.0867
2012-11-09,20,26.1535
2012-11-09,20,26.3572
2012-11-09,40,26.2524
2012-11-09,40,25.9744
2012-11-09,45,25.7695
2012-11-09,60,24.8382
2012-11-09,60,24.8274
2012-11-09,80,23.957
2012-11-09,80,23.8843
2012-11-09,100,23.3915
2012-11-09,100,23.2943
2012-11-09,120,22.9768
2012-11-09,120,22.6632
2012-11-09,140,22.3696
2012-11-09,150,22.4276
2012-11-09,160,22.1273
2012-11-09,180,21.8622
2012-11-09,200,21.5903
2012-11-09,200,21.5726
2012-11-12,0,24.3396
2012-11-12,0,24.3314
2012-11-12,20,24.3347
2012-11-12,20,24.3052
2012-11-12,40,24.334
2012-11-12,45,24.2598
2012-11-12,60,24.3351
2012-11-12,80,24.3325
2012-11-12,100,24.3375
2012-11-12,120,24.3351
2012-11-12,140,24.3303
2012-11-12,160,24.3072
2012-11-12,180,23.1173
2012-11-12,200,22.0678
2012-11-20,0,25.4204
2012-11-20,0,25.3915
2012-11-20,20,25.4212
2012-11-20,20,25.3795
2012-11-20,40,25.4263
2012-11-20,45,25.3502
2012-11-20,60,25.4304
2012-11-20,80,25.4326
2012-11-20,100,25.439
2012-11-20,120,25.4369
2012-11-20,140,23.126
2012-11-20,160,22.6883
2012-11-20,180,22.3181
2012-11-20,200,21.8407
2013-01-15,0,22.4937
2013-01-15,0,NA
2013-01-15,20,22.5054
2013-01-15,20,22.4483
2013-01-15,40,NA
2013-01-15,45,22.4476
2013-01-15,59,22.5092
2013-01-15,79,22.5089
2013-01-15,100,22.5116
2013-01-15,120,22.5152
2013-01-15,140,22.5161
2013-01-15,160,22.518
2013-01-15,180,22.5178
2013-01-15,200,22.5183
2013-02-12,0,21.9687
2013-02-12,0,21.9798
2013-02-12,20,21.9688
2013-02-12,20,21.9617
2013-02-12,40,21.9714
2013-02-12,47,21.8644
2013-02-12,61,21.9745
2013-02-12,83,21.9797
2013-02-12,100,21.984
2013-02-12,120,21.9872
2013-02-12,140,21.9904
2013-02-12,160,21.9937
2013-02-12,180,21.9985
2013-02-12,200,21.9999
2013-03-19,0,22.1678
2013-03-19,0,21.9087
2013-03-19,0,22.0405
2013-03-19,20,22.0229
2013-03-19,20,21.8241
2013-03-19,20,21.9748
2013-03-19,40,21.9982
2013-03-19,40,21.951
2013-03-19,45,21.7242
2013-03-19,60,21.7943
2013-03-19,60,21.8735
2013-03-19,80,21.7356
2013-03-19,80,21.7871
2013-03-19,100,21.7003
2013-03-19,100,21.798
2013-03-19,121,21.7005
2013-03-19,140,21.6876
2013-03-19,150,21.6796
2013-03-19,160,21.6693
2013-03-19,180,21.6586
2013-03-19,200,21.6467
2013-03-19,200,21.6586
2013-04-24,0,22.1143
2013-04-24,0,22.3563
2013-04-24,20,22.0606
2013-04-24,20,22.1662
2013-04-24,40,22.0542
2013-04-24,45,22.1571
2013-04-24,60,22.0443
2013-04-24,80,21.9963
2013-04-24,100,21.9927
2013-04-24,121,21.9943
2013-04-24,140,21.9925
2013-04-24,160,21.9278
2013-04-24,180,21.8599
2013-04-24,200,21.8403
2013-05-21,0,24.0688
2013-05-21,0,24.0949
2013-05-21,20,24.0282
2013-05-21,20,23.6478
2013-05-21,40,23.4756
2013-05-21,48,23.1471
2013-05-21,60,22.9632
2013-05-21,80,22.7885
2013-05-21,100,22.6025
2013-05-21,121,22.3494
2013-05-21,139,22.1734
2013-05-21,160,22.0552
2013-05-21,180,21.9624
2013-05-21,200,21.7825
2013-06-18,0,24.6367
2013-06-18,0,24.5182
2013-06-18,20,24.4864
2013-06-18,20,23.8238
2013-06-18,40,23.8029
2013-06-18,46,23.5146
2013-06-18,60,23.4452
2013-06-18,80,23.0855
2013-06-18,100,22.8879
2013-06-18,121,22.5077
2013-06-18,140,22.3086
2013-06-18,160,22.1778
2013-06-18,180,21.9702
2013-06-18,200,21.8264
2013-07-17,0,25.3828
2013-07-17,0,25.0186
2013-07-17,20,25.0667
2013-07-17,20,24.7503
2013-07-17,40,24.5648
2013-07-17,48,24.6043
2013-07-17,60,24.1666
2013-07-17,80,23.8993
2013-07-17,101,23.7261
2013-07-17,120,23.1555
2013-07-17,140,22.4856
2013-07-17,160,22.1352
2013-07-17,180,21.8854
2013-07-17,200,21.7326
2013-08-11,0,27.6341
2013-08-11,0,27.8284
2013-08-11,20,27.4101
2013-08-11,20,27.2445
2013-08-11,40,26.681
2013-08-11,48,26.4033
2013-08-11,60,26.3388
2013-08-11,80,25.7851
2013-08-11,101,25.2454
2013-08-11,120,24.5174
2013-08-11,140,23.2446
2013-08-11,160,22.7873
2013-08-11,180,22.3925
2013-08-11,200,22.2092
2013-09-15,0,26.8854
2013-09-15,0,NA
2013-09-15,0,27.1676
2013-09-15,20,26.7891
2013-09-15,20,NA
2013-09-15,20,27.0757
2013-09-15,40,26.394
2013-09-15,40,26.4536
2013-09-15,48,NA
2013-09-15,60,25.3767
2013-09-15,60,25.7837
2013-09-15,80,24.9381
2013-09-15,80,24.8881
2013-09-15,100,23.9929
2013-09-15,101,24.4979
2013-09-15,120,23.6598
2013-09-15,120,23.5154
2013-09-15,139,22.9878
2013-09-15,150,22.8486
2013-09-15,160,22.7043
2013-09-15,180,22.5077
2013-09-15,200,22.3304
2013-09-15,200,22.0809
2013-10-16,0,24.9308
2013-10-16,0,24.8722
2013-10-16,20,24.9253
2013-10-16,20,24.8509
2013-10-16,40,24.9246
2013-10-16,45,24.8121
2013-10-16,60,24.9259
2013-10-16,80,24.9213
2013-10-16,100,24.3547
2013-10-16,120,23.4195
2013-10-16,140,23.0757
2013-10-16,160,22.7355
2013-10-16,181,22.486
2013-10-16,200,22.2469
2013-11-12,0,25.1302
2013-11-12,0,24.9519
2013-11-12,20,25.0409
2013-11-12,20,24.8805
2013-11-12,40,24.9309
2013-11-12,45,24.7882
2013-11-12,60,24.8115
2013-11-12,80,24.754
2013-11-12,100,24.6761
2013-11-12,120,24.6122
2013-11-12,140,24.5117
2013-11-12,160,24.0349
2013-11-12,180,22.6766
2013-11-12,200,22.2633
2013-12-17,0,NA
2013-12-17,0,23.5689
2013-12-17,20,23.7716
2013-12-17,20,23.6038
2013-12-17,40,23.7774
2013-12-17,45,23.566
2013-12-17,60,23.7867
2013-12-17,80,23.7707
2013-12-17,100,23.773
2013-12-17,121,23.776
2013-12-17,139,23.7793
2013-12-17,160,23.778
2013-12-17,180,23.7596
2013-12-17,200,22.9756
2014-01-12,0,22.4341
2014-01-12,0,NA
2014-01-12,20,22.4399
2014-01-12,20,NA
2014-01-12,40,22.4382
2014-01-12,40,NA
2014-01-12,60,22.4445
2014-01-12,80,NA
2014-01-12,100,22.4471
2014-01-12,120,22.4512
2014-01-12,140,22.4566
2014-01-12,160,22.4608
2014-01-12,180,22.4642
2014-01-12,200,22.4656
2014-02-19,0,21.8848
2014-02-19,0,21.8258
2014-02-19,20,21.8829
2014-02-19,20,21.829
2014-02-19,40,21.9449
2014-02-19,46,21.7729
2014-02-19,60,21.9404
2014-02-19,80,21.9072
2014-02-19,100,21.8606
2014-02-19,120,21.8343
2014-02-19,140,21.8295
2014-02-19,160,21.829
2014-02-19,180,21.8189
2014-02-19,200,21.8031
2014-03-18,0,21.7901
2014-03-18,0,21.7453
2014-03-18,0,21.7093
2014-03-18,20,21.7562
2014-03-18,20,21.7456
2014-03-18,20,21.7079
2014-03-18,40,21.7404
2014-03-18,40,21.7123
2014-03-18,46,21.7488
2014-03-18,60,21.7397
2014-03-18,60,21.7265
2014-03-18,80,21.743
2014-03-18,80,21.7599
2014-03-18,100,21.7464
2014-03-18,100,21.7539
2014-03-18,120,21.7645
2014-03-18,120,21.7449
2014-03-18,140,21.7937
2014-03-18,140,21.7257
2014-03-18,160,21.7626
2014-03-18,160,21.7198
2014-03-18,180,21.7352
2014-03-18,180,21.7214
2014-03-18,200,21.7185
2014-03-18,200,21.7265
2014-04-18,0,21.8866
2014-04-18,0,21.9774
2014-04-18,20,21.8469
2014-04-18,20,21.7967
2014-04-18,40,21.8238
2014-04-18,48,21.7576
2014-04-18,60,21.7815
2014-04-18,80,21.7063
2014-04-18,100,21.7082
2014-04-18,121,21.6999
2014-04-18,139,21.6998
2014-04-18,160,21.6972
2014-04-18,180,21.703
2014-04-18,200,21.681
2014-05-13,0,23.5932
2014-05-13,0,23.7665
2014-05-13,20,23.5023
2014-05-13,20,23.3352
2014-05-13,40,23.1119
2014-05-13,45,22.9376
2014-05-13,60,22.9586
2014-05-13,80,22.5495
2014-05-13,100,22.362
2014-05-13,120,22.0911
2014-05-13,140,21.908
2014-05-13,160,21.7588
2014-05-13,180,21.7309
2014-05-13,200,21.712
2014-06-17,0,24.1859
2014-06-17,0,23.8879
2014-06-17,20,24.1228
2014-06-17,20,23.8547
2014-06-17,40,23.9156
2014-06-17,45,23.8239
2014-06-17,60,23.516
2014-06-17,80,23.3038
2014-06-17,100,22.7475
2014-06-17,120,22.3344
2014-06-17,140,22.0494
2014-06-17,160,21.8181
2014-06-17,181,21.7416
2014-06-17,200,21.7245
2014-07-16,0,25.28
2014-07-16,0,NA
2014-07-16,20,25.1702
2014-07-16,20,NA
2014-07-16,40,24.9223
2014-07-16,45,NA
2014-07-16,60,24.2698
2014-07-16,80,23.9164
2014-07-16,100,23.7434
2014-07-16,120,23.2117
2014-07-16,140,22.2526
2014-07-16,160,21.9553
2014-07-16,180,21.8377
2014-07-16,200,21.7652
2014-08-12,0,27.5081
2014-08-12,0,26.9102
2014-08-12,20,26.3744
2014-08-12,20,26.6597
2014-08-12,40,25.645
2014-08-12,45,25.1834
2014-08-12,60,25.1414
2014-08-12,80,24.7892
2014-08-12,100,24.0925
2014-08-12,120,23.0695
2014-08-12,140,22.7534
2014-08-12,160,22.5324
2014-08-12,180,22.1475
2014-08-12,200,21.9598
2014-09-16,0,26.5536
2014-09-16,0,26.2003
2014-09-16,20,26.3373
2014-09-16,20,25.7725
2014-09-16,40,25.4426
2014-09-16,41,25.3411
2014-09-16,60,24.917
2014-09-16,80,24.267
2014-09-16,100,23.3851
2014-09-16,120,23.359
2014-09-16,140,22.9979
2014-09-16,160,22.5045
2014-09-16,180,22.1878
2014-09-16,200,22.0398
2014-10-21,0,24.9566
2014-10-21,0,24.9526
2014-10-21,20,24.9438
2014-10-21,20,24.8904
2014-10-21,40,24.9414
2014-10-21,45,24.8778
2014-10-21,60,24.9446
2014-10-21,80,24.9413
2014-10-21,100,24.7027
2014-10-21,120,23.7177
2014-10-21,140,22.688
2014-10-21,160,22.3231
2014-10-21,181,21.9872
2014-10-21,200,21.8742
2014-11-19,0,24.9788
2014-11-19,0,24.0688
2014-11-19,20,24.9519
2014-11-19,20,23.9682
2014-11-19,40,24.9465
2014-11-19,45,23.9267
2014-11-19,60,24.9458
2014-11-19,80,24.0175
2014-11-19,100,24.0184
2014-11-19,120,24.0211
2014-11-19,140,24.021
2014-11-19,160,23.6924
2014-11-19,180,22.1828
2014-11-19,200,21.936
2014-12-15,0,23.4025
2014-12-15,0,23.3389
2014-12-15,20,23.4076
2014-12-15,20,23.3584
2014-12-15,40,23.4106
2014-12-15,45,23.2957
2014-12-15,60,23.4151
2014-12-15,80,23.4172
2014-12-15,100,23.4203
2014-12-15,120,NA
2014-12-15,140,23.4273
2014-12-15,160,23.4275
2014-12-15,181,23.4296
2014-12-15,200,23.3866
NA,0,23.8911
NA,0,22.7925
NA,0,NA
NA,20,23.9077
NA,20,22.7903
NA,20,NA
NA,50,23.9051
NA,50,22.1092
NA,60,22.7968
NA,80,22.8027
NA,99,22.8052
NA,139,22.8111
NA,179,22.8175
NA,200,22.8177
